createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
05/21/2022 22:51:29,motionshot,11,9mm,0,v0.96.6.1-3717,77.0115,75,83,83,70,75,83,75,67,786.531032763029,812.263078477648,500.583187866211,654.506893581814,881.732482910156,854.69003530649,929.842877197266,920.845901489258,748.841172960069,76,87,1.11836171,67,
05/21/2022 22:50:23,motionshot,11,9mm,0,v0.96.6.1-3717,79.3478241,80,86,90,62,78,86,91,60,748.087508010864,725.537513146034,608.18544514974,649.425033569336,654.803521728516,773.913578913762,737.077677408854,936.145462036133,857.038999285017,80,92,1.21854007,73,
05/21/2022 22:49:15,motionshot,11,9mm,0,v0.96.6.1-3717,76.3440857,80,90,64,73,57,93,80,69,755.893650875816,598.022680664062,702.204409512607,527.866587320964,760.915267944336,873.44345370206,751.951965332031,961.4521484375,820.897994995117,80,93,1.18502033,71,
05/20/2022 18:36:17,motionshot,11,9mm,0,v0.96.6.1-3717,73.46939,89,77,80,50,54,80,73,90,724.946098798587,608.087897667518,610.70510559082,584.484741210938,779.020023890904,762.242207845052,858.206377301897,808.104631696429,790.66134262085,82,98,1.20177686,72,
05/20/2022 18:35:06,motionshot,11,9mm,0,v0.96.6.1-3717,76.28866,67,67,100,71,86,71,69,83,717.263454575137,690.393591986762,557.051849365234,718.548925226385,631.254998343331,777.719595102163,818.574743652344,839.845184326172,746.620768229167,84,97,1.23515463,74,
05/20/2022 18:33:58,motionshot,11,9mm,0,v0.96.6.1-3717,72.52747,90,88,78,62,57,59,92,64,789.352127075195,627.341159820557,649.942014421736,708.472863769531,797.197601318359,824.597696940104,894.165698242188,916.404706682478,866.556673177083,76,91,1.10169363,66,
05/20/2022 18:32:50,motionshot,11,9mm,0,v0.96.6.1-3717,76.6666641,70,100,83,58,82,67,62,100,750.501509268072,695.823939005534,646.18121773856,616.99303894043,639.306884765625,798.862459070542,829.434013366699,908.615193684896,837.233991350446,80,90,1.151618,69,
05/20/2022 18:31:42,motionshot,11,9mm,0,v0.96.6.1-3717,71.42857,57,83,70,58,71,85,82,55,784.432670491536,830.420555114746,707.118189493815,591.916813441685,605.931108262804,860.441664751838,787.446282958984,859.130564371745,891.068710327148,76,91,1.0848875,65,
05/19/2022 16:54:16,motionshot,11,9mm,0,v0.96.6.1-3717,70.10309,50,75,89,44,71,70,70,90,787.069583129883,691.225528717041,671.798504299588,619.345286051432,632.00092569987,888.203609466553,891.403274536133,873.674482073103,832.52969156901,76,97,1.13490009,68,
05/19/2022 16:52:59,motionshot,11,9mm,0,v0.96.6.1-3717,74.72527,55,91,92,88,64,67,92,54,765.90660740779,780.798331124442,583.153063964844,605.125276353624,748.113933216442,874.203674316406,802.082482910156,798.786563873291,866.332807268415,78,91,1.1349628,68,
