createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
07/09/2021 03:48:25,connorballgridshot,10,9mm,4,v0.96.6.1-3717,89.6774139,90,89,92,88,100,100,100,70,413.79225773434,392.503706190321,433.205789277048,392.062626050866,413.183246358236,327.607599894206,383.408836364746,357.65795135498,550.075012207031,142,155,2.31938386,139,
07/09/2021 03:47:06,connorballgridshot,10,9mm,4,v0.96.6.1-3717,95.2381,100,94,94,90,100,100,0,0,725.738649749756,673.476460266113,679.156429515165,800.774342256434,741.031131142064,550.385174560547,1116.31115722656,0,0,83,84,1.33489513,80,
