createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
05/13/2022 17:45:56,spidershot,12,9mm,0,v0.96.5.4-3427,78.47222,83,83,87,65,88,62,83,76,469.543745581559,406.577615833282,406.965824327971,430.306642659505,431.093595504761,470.947842915853,588.288577270508,477.783828735352,591.434441817434,128,144,1.88570154,113,
05/13/2022 17:44:47,spidershot,12,9mm,0,v0.96.5.4-3427,78.67647,87,94,82,63,81,73,76,75,481.281114639774,446.117104424371,431.548883774701,421.091316731771,517.000995635986,469.230426494892,494.990194702148,526.759918212891,538.636868286133,124,136,1.78500712,107,
05/13/2022 17:43:36,spidershot,12,9mm,0,v0.96.5.4-3427,79.02098,95,89,75,79,63,79,76,76,464.49725818634,450.218048095703,415.432413201583,455.589806189904,419.345954446232,515.033620198568,455.148587313565,487.521106719971,523.570283677843,128,143,1.88574851,113,
05/13/2022 17:42:26,spidershot,12,9mm,0,v0.96.5.4-3427,84.55882,94,68,88,88,82,75,100,83,466.673327445984,419.282162475586,437.98405456543,411.65860748291,424.12231648763,467.92001953125,545.851432800293,531.070084791917,528.606769762541,128,136,1.91843224,115,
05/13/2022 17:41:18,spidershot,12,9mm,0,v0.96.5.4-3427,76.2589951,75,72,74,93,79,76,62,79,498.135234832764,430.224283218384,477.048365275065,452.997646755642,432.11927456326,564.324037679036,536.346954345703,618.48176574707,522.697037760417,120,139,1.768646,106,
05/12/2022 17:42:22,spidershot,12,9mm,0,v0.96.5.4-3427,80.40541,71,85,88,94,76,78,75,79,451.480295585863,404.567758660568,405.004669189453,409.257819039481,406.393899356618,516.750261306763,513.640909830729,456.110498764936,503.540824042426,132,148,1.98600411,119,
05/12/2022 17:41:13,spidershot,12,9mm,0,v0.96.5.4-3427,79.4702,81,80,88,79,86,83,59,83,448.314334725975,417.877527872721,392.487339274089,391.770556281595,411.186209285961,471.548506887336,517.235773086548,558.641167273888,448.272596571181,134,151,2.00279045,120,
05/12/2022 17:40:06,spidershot,12,9mm,0,v0.96.5.4-3427,83.44371,71,86,94,94,94,72,74,85,439.527634901159,407.489705403646,436.368240356445,386.995371818542,378.577806974712,405.797662353516,523.691444396973,476.793859481811,506.825531005859,136,151,2.10264349,126,
05/12/2022 17:37:47,spidershot,12,9mm,0,v0.96.5.4-3427,79.0540543,94,83,81,79,88,73,61,75,449.608974256013,386.264916853471,455.294666290283,449.805740356445,397.756721496582,446.905938042535,490.493240356445,503.299671519886,525.994739532471,134,148,1.952748,117,
05/12/2022 17:36:25,spidershot,12,9mm,0,v0.96.5.4-3427,83.21678,83,94,88,78,83,94,70,80,456.147572058758,403.095458984375,398.941640853882,411.932649612427,450.585630628798,494.887620925903,455.038308279855,521.519393920898,516.590301513672,132,143,1.98585808,119,
05/11/2022 15:00:21,spidershot,12,9mm,0,v0.96.5.4-3427,77.53623,78,86,83,86,76,72,65,78,485.734925805069,408.173402786255,403.089829508464,458.253128051758,421.844839657054,559.41775153665,532.207543945313,552.394897460938,544.920986175537,124,138,1.7858423,107,
05/11/2022 14:59:09,spidershot,12,9mm,0,v0.96.5.4-3427,83.9160843,88,90,100,88,75,68,78,88,457.160782675707,420.343192652652,415.413201226128,464.48170035226,424.471048355102,462.347086053146,568.964907132662,469.839468149038,465.303797671669,132,143,2.0028336,120,
05/11/2022 14:58:01,spidershot,12,9mm,0,v0.96.5.4-3427,80.85107,83,93,83,88,72,72,75,81,473.078885759626,439.324731445313,436.598190307617,428.938557942708,418.98198445638,539.761990017361,492.043243408203,543.141016642253,507.764757941751,126,141,1.90268981,114,
05/11/2022 14:56:53,spidershot,12,9mm,0,v0.96.5.4-3427,81.69014,89,89,82,76,83,79,64,94,463.881852970567,413.367377030222,401.485862731934,473.651941935221,424.902236938477,503.023175920759,515.407468159993,545.532813439002,489.04413021312,130,142,1.93586671,116,
05/11/2022 14:55:47,spidershot,12,9mm,0,v0.96.5.4-3427,80,89,83,73,93,92,76,69,67,510.355607252855,487.749827067057,481.288731625206,418.184265136719,455.766731770833,499.441886393229,578.72364976671,658.397775268555,611.276491437639,118,130,1.73559368,104,
05/10/2022 15:52:59,spidershot,12,9mm,0,v0.96.5.4-3427,82.51748,85,82,89,85,62,88,88,85,461.274859524512,437.03446719521,415.018135579427,467.945275878906,418.475746663411,512.210737228393,516.403977457682,451.296838378906,472.017399838096,130,143,1.96939874,118,
05/10/2022 15:51:45,spidershot,12,9mm,0,v0.96.5.4-3427,78.35821,79,75,83,86,77,75,73,79,495.318190256755,490.380319595337,520.436641917509,421.768031819661,423.442344665527,539.795683019301,532.30878339495,544.033316872337,502.132910592215,120,134,1.75259531,105,
05/10/2022 15:50:29,spidershot,12,9mm,0,v0.96.5.4-3427,74.82517,71,80,75,82,63,65,93,73,495.681001790365,417.889766917509,415.120131429036,560.586735652043,471.505236457376,621.438842773437,512.943425496419,441.90113394601,540.238588220933,120,143,1.78597188,107,
05/10/2022 15:48:18,spidershot,12,9mm,0,v0.96.5.4-3427,78.67647,87,88,87,93,71,74,68,68,491.258299267982,438.543880208333,423.12633895874,426.468639373779,494.979695638021,495.097868177626,545.242525373186,573.247508655895,562.18758392334,122,136,1.78571022,107,
05/10/2022 15:47:08,spidershot,12,9mm,0,v0.96.5.4-3427,80.91603,87,91,85,100,68,75,75,74,500.34915340648,462.697756680575,429.964952468872,464.59147644043,472.469640096029,537.036180496216,519.75953238351,580.725300380162,545.367928641183,120,131,1.76923132,106,
